ENTIDAD;DESCRIPCION_URL;ID;LINK;DESCRICION_1;DESCRIPCION_2;DESCRIPCION_3;CONDICIONES
BANCO DE CHILE;MARCAS;ppp_beneficio-link-charbroil;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/charbroil;Charbroil;20% de descuento en parrillas Char-Broil;Char-Broil Reconocida por ser una de las compañías de cocina al aire libre más antiguas y respetadas de Estados Unidos dedicada a fabricar desde 1948 una línea completa de productos que incluye parrillas a gas, carbón e híbridas, ahumadores y accesorios para parrillas. Hoy, Char-Broil es la marca más inteligente en cocina al aire libre porque ofrece innovación y un rendimiento superior a la hora de cocinar .;"Pueden conocer más en nuestro sitio web: https://www.charbroil.cl/;¿Cómo acceder al beneficio? Pagando con las tarjetas de Banco de Chile y Banco Edwards, ingresa los 6 primeros dígitos de tu Tarjeta como código de descuento.;No acumulable con otras promociones."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-adt;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/adt;ADT;Protege tu hogar y paga en 6, 12 o 24 cuotas sin interés;ADT es la empresa líder en Chile en sistemas de monitoreo de alarma brindando servicio 24/7, los 365 días del año. Cuando se trata de la seguridad de lo que más ama en la vida, contará con el respaldo de los expertos. Para una compra referencial de $100.000 en 6 cuotas de $16.667 CAE: 1,36%, Costo Total: $100.396;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-zen-clinic-dcto;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/zen-clinic-dcto;Zenclinic dental;30% de descuento;30% descuento en tratamientos dentales y estética facial.;"Especialistas en diseño de sonrisa, carillas, invisalign, implantes y estética facial.;Atención 100% personalizada, sumada a la experiencia de nuestros especialistas.;Tecnología y calidad - Odontología digital.;Descuento no aplica para laboratorios, insumos y pabellón.;Garantía en todos los tratamientos por 2 años."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-de-descuento-en-body-soul;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-de-descuento-en-body-soul;Body & Soul;20% de descuento;;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-entel;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-entel;Entel;Paga en 13 a 18 cuotas sin interés;Compra lo que quieras en tiendas Entel con tus Tarjetas de Crédito de Banco de Chile y paga en 13 a 18 cuotas sin interés.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-vista-libre;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-vista-libre;Vista Libre;Paga en 12 o 24 cuotas sin interés;El cierre de terrazas original con más de 50 años de experiencia en Latinoamérica, lo que nos convierte la empresa LIDER en Cierres de Terrazas con Cortinas de Cristal Plegable.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-paga-en-6-o-12-cuotas-ivan-drive;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/paga-en-6-o-12-cuotas-ivan-drive;Ivan Drive;Paga en 6 o 12 cuotas sin interés;Ahora podrás pagar en 6 o 12 cuotas tu sistema IVAN DRIVE, la tecnología más avanzada para protegerte de encerronas y portonazos. En caso de sufrir una encerrona o portonazo, IVAN DRIVE, activará un protocolo de seguridad con el cual recuperarás tu autos un solo un par de minutos, maneja tranquilo, cuidado a tu familia y tu auto.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-aufbau;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-aufbau;AUFBAU;Paga en 13 a 24 cuotas sin interés con tus Tarjetas de Crédito del Chile;Para una compra referencial de $400.000 en 24 cuotas de $16.667, CAE: 0,77%, Costo total: $403.200;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-prosegur;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-prosegur;Prosegur;Paga en 12 o 24 cuotas sin interés;Contrata tu Alarma Prosegur, con la mejor calidad de Servicio (Premio Praxis 2020) y aprovecha un 20% de descuento en el valor de Instalación pagando en 12 y 24 cuotas sin interés.;Para un monto referencial de $300.000 en 24 cuotas de $12.500 CAE: 0,77%. Costo total $302.400
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-todos-tus-equipos-nuevos-en-vtr;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-todos-tus-equipos-nuevos-en-vtr;VTR;Paga en 13 a 24 cuotas sin interés todos tus equipos nuevos;Desde ahora en adelante por ser cliente del Banco de Chile puedes pagar tus nuevos equipos en 13 a 24 cuotas sin interés en tiendas y sucursales VTR.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-en-claro;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-en-claro;CLARO;Paga en 13 a 24 cuotas sin interés;Disfruta la tecnología comprando equipos y accesorios en Claro, pagando en 13 a 24 cuotas sin interés con tus Tarjetas de Crédito del Banco de Chile en cualquier Sucursal Claro o en www.clarochile.cl Para una compra referencial de $400.000 en 24 cuotas de $16.667 CAE: 0,77%, Costo total: $403.200;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-en-movistar;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-en-movistar;Movistar;Paga en 13 hasta 24 cuotas sin interés;Cambia tu Smartphone y disfruta el precio más conveniente para estar siempre conectado.  Paga de 13 hasta 24 cuotas sin interés con tus tarjetas de crédito del Banco de Chile en cualquier sucursal Movistar o en www.movistar.cl para tu equipo con o sin plan.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-en-wom;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-en-wom;WOM;Paga en 13 a 24 cuotas sin interés;Paga en 13 a 24 cuotas sin interés con tus Tarjetas del Chile en todos los productos en tiendas WOM.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-de-descuento-en-psycho;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-de-descuento-en-psycho;Psycho Bunny Chile;20% de descuento en Tienda;Atrévete a descubrir tu estilo junto a Psycho Bunny. Ropa para niños, jóvenes y adultos. Encuentra desde camisas, poleras, accesorios y mucho más.;"20% Dcto. en toda la tienda.;Solicita tu descuento al momento de pagar.;Beneficio no válido en poleras básicas y poleras estampadas."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-specialized;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-specialized;Specialized;Paga en 4 a 18 cuotas sin interés;Compra tu nueva bicicleta Specialized en 4 a 18 cuotas sin interés.;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-csi-samsung;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/csi-samsung;Samsung;Paga en 4 a 12 cuotas sin interés todos tus productos en tiendas;Para una compra referencial de $400.000 en 12 cuotas de $33.333. CAE:1,47%, Costo total: $403.168;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-en-tronwell;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-en-tronwell;Tronwell;Paga en 13 a 24 cuotas sin interés;Paga tu curso de Ingles en Tronwell 13 a 24 cuotas sin interés. Para un monto referencial de $600.000 en 24 cuotas de $25.000 CAE: 0,77%, Costo Total: $604.800;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cuotas-sin-interes-smileboost;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cuotas-sin-interes-smileboost;Clínica Smileboost;Paga en 12 o 24 cuotas sin interés tus tratamientos odontológicos;Disfruta este beneficio pagando con tus Tarjetas de Crédito del Chile. CAE: Para un monto referencial de $1.000.000 en 24 cuotas de $41.667 CAE: 0,77%, Costo Total: $1.008.000;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-columbia;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-columbia;Columbia;20% dcto.;;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-azaleia;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-azaleia;Azaleia;20% dcto.;;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-dcto-en-billabong;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-dcto-en-billabong;Billabong;20% dcto.;;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-20-de-descuento-en-toda-la-tienda-mountain-hardwear;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/20-de-descuento-en-toda-la-tienda-mountain-hardwear;Mountain Hardwear;20% de descuento en toda la tienda;Todo lo que necesitas para disfrutar, de las actividades al aire libre, está en Mountain Hardwear y con tus Tarjetas del Banco de Chile tienes un 20% descuento.;"20% de descuento en toda la tienda.;No acumulable a otras promociones.;Genera tu código de descuento y preséntalo en la tienda.;Descuento no valido para tiendas online.;Tope de descuento $35.000"
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-back-to-school;https://portales.bancochile.cl/personas/campana-beneficios/detalles/back-to-school;Vuelve a clases con el Chile;Los mejores descuentos y beneficios son con tus Tarjetas del Chile.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-big5-2023;https://portales.bancochile.cl/personas/campana-beneficios/detalles/big5-2023;Date un gusto todos los días;Hasta 40% dcto. pagando con tus Tarjetas del Chile. La Fête - Juan Maestro - KFC - Dominó - Starbucks.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-30-dcto-restaurant;https://portales.bancochile.cl/personas/campana-beneficios/detalles/30-dcto-restaurant;Jueves de terraza;30% dcto. en restaurantes pagando con tus Tarjetas del Chile. ;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-fan-clan-beneficios;https://portales.bancochile.cl/personas/campana-beneficios/detalles/fan-clan-beneficios;Beneficios FAN CLAN;Por ser parte de FAN Clan tienes estos exclusivos beneficios pagando con tu Tarjeta.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-pet-family;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/pet-family;PET FAMILY;20% dcto. Todos los días;PetFamily es el ecosistema más grande de todo Chile, en él encontrarás todo lo necesario para tu perrito, desde educación canina, alimentos y juguetes cognitivos. Te acompañaremos en toda la vida perruna de tu peludito;"15% de descuento en toda la academia. Cursos grabados - Cursos en vivo - Sesiones personalizadas. Obtén tu descuento ingresando PETFAMILYBCH15 como cupón de dcto.;10% de descuento en todos los accesorios para mascota. Obtén tu descuento ingresando PETFAMILYBCH10 como cupón de dcto.;5% de dcto en alimentos. Obtén tu descuento ingresando PETFAMILYBCH5 como cupón de dcto.;Despacho gratis en alimento para mascotas en RM. Obtén tu descuento ingresando PETFAMILYBCHDG como cupón de dcto.;No acumulable con otras promociones."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-poligota-beneficio;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/poligota-beneficio;Poliglota aprende inglés como si estuvieras en Nueva York;Hasta 75% dcto. en los planes de Poliglota.;Atrévete a aprender conversando en el horario que más te acomode con Poliglota y con tus Tarjetas del Chile, obtén descuentos especiales(1) Hasta el 28 de febrero de 2023. Plan 24 sesiones 3 meses 55% dcto. $209.250 Precio normal $465.000 Plan 80 sesiones 10 meses 65% dcto. $349.650 Precio normal $999.000 Plan de 144 sesiones 18 meses 75% dcto. $422.500 $23.475 mensuales Valor normal: $1.690.000;"Activa tu descuento ingresando los 6 primeros dígitos de tu Tarjeta en poliglota.org/cl;Con tus Tarjetas de Crédito paga tus cursos en 6 o 12 cuotas sin interés(2);Para una compra referencial de $500.000 en 12 cuotas de $41.667, CAE: 1,47%, Costo Total: $504.000."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-pz-bts;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/pz-bts;PZ;20% dcto. En compra online;"20% de dcto en la sección “Escolares” todos los días comprando en www.pz.cl
Ingresa los 6 primeros dígitos de tus tarjetas del Chile como código de descuento.";"Dcto acumulable con otras promociones.;Excluye uso de cupones generados por el comercio.;Pagando con las tarjetas de Banco de Chile.;Descuento no aplicable sobre el costo de despacho de los productos."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-calpany-bts;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/calpany-bts;Calpany ;40% dcto.los miércoles en compra online;40% dcto.en compra online en calpany.cl. Válido solo en categoría escolar.;"Tope de dcto. $35.000 por compra.;Descarga tu código en bancochile.cl o en App Mi Beneficio e ingrésalo al momento de pagar online.;No acumulable con otras promociones.;1.000 códigos totales disponibles para esta promoción.;No válido para cambios."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-bravo-cabrera-20-dcto;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/bravo-cabrera-20-dcto;Bravo Cabrera;20% dcto. Lunes;20% dcto. en consumo presencial lunes.;"Descuento exclusivo pagando con Tarjetas del Banco de Chile.;No acumulable con otras promociones."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-20-dcto-ciudadano;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/20-dcto-ciudadano;Ciudadano Restaurant;20% dcto. en delivery, retiro y presencial.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-lafete;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/lafete;La Fete;Lunes  20% dcto. pagando con tus Tarjetas del Chile.;Lunes La Fête Chocolat 20% dcto.;"Descarga tu código para COMPRA ONLINE o COMPRA EN TIENDA FISICA en botón descargar código en App Mi Beneficio o en bancochile.cl.;Para compras en tienda, presenta tu código descargado para tienda física y paga con tus Tarjetas Banco de Chile;Para compras en www.lafetechocolat.com ingresa tu código descargado para compra online como código de descuento y paga con tus Tarjetas del Chile.;Uso de un cupón diario por cliente. Ventas no acumulan puntos en el Club La Fête. Código Válido exclusivamente los lunes. Tope de descuento $20.000 por compra.;No válido en Clínica Las Condes, Puerto Natales y Monticello.;El uso del cupón del 20% de dcto. no aplica a las colecciones y ediciones limitadas.;No acumulable con otras promociones."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-furia;https://portales.bancochile.cl/personas/beneficios/restaurantes/detalles/furia;FURIA;20% dcto lunes, martes, miércoles Y sábado;En furia restaurante ven a disfrutar de los mejores sabores envueltos en beneficios.;"20% de dcto todos los días lunes, martes, miércoles y sábados pagando con tus tarjetas del Chile.;No acumulable con otras promociones, menús ni happy hour."
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-rappi-descuento;https://portales.bancochile.cl/personas/beneficios/delivery/detalles/rappi-descuento;Hasta 40% dcto. todos los días en restaurantes y comercios con Rappi;Pagando con tus Tarjetas de Débito y Crédito del Chile.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-pedidosya-2023;https://portales.bancochile.cl/personas/beneficios/delivery/detalles/pedidosya-2023;30% dcto. o envío gratis en PedidosYa con tus Tarjetas del Chile;Pide algo rico cualquier día.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-travel-viajes;https://portales.bancochile.cl/personas/beneficios/viajes/detalles/travel-viajes;Travel Viajes;N_A;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-iberia;https://portales.bancochile.cl/personas/beneficios/viajes/detalles/iberia;Travel Iberia;N_A;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-british;https://portales.bancochile.cl/personas/beneficios/viajes/detalles/british;Travel British Airways;N_A;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-delta;https://portales.bancochile.cl/personas/beneficios/viajes/detalles/delta;Travel Delta;N_A;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-sundeck-3-de-marzo;https://portales.bancochile.cl/personas/beneficios/panoramas/detalles/sundeck-3-de-marzo;SUNDECK - 3 de marzo;Compra tus entradas con los mejores beneficios.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-piknic-7-11-marzo;https://portales.bancochile.cl/personas/beneficios/panoramas/detalles/piknic-7-11-marzo;Piknic #7 – 11 de marzo;Compra tus entradas con los mejores beneficios.;;
BANCO DE CHILE;RESTAURANTES;ppp_beneficio-link-piknic-6-25-de-febrero;https://portales.bancochile.cl/personas/beneficios/panoramas/detalles/piknic-6-25-de-febrero;Piknic #6 – 25 de febrero;Compra tus entradas con los mejores beneficios.;;
